order_id,order_date,customer_id,region,customer_segment,product_category,unit_price,quantity,discount_pct,gross_revenue,net_revenue
14901,2023-07-15,5589,East,High-Value,Apparel,42.32,3,10,126.96000000000001,114.26400000000001
14902,2023-03-29,4259,West,High-Value,Sports,93.92,2,5,187.84,178.448
14903,2023-08-21,1860,North,Low-Value,Home & Kitchen,91.48,2,10,182.96,164.66400000000002
14904,2023-04-25,2008,North,Mid-Value,Beauty,31.29,4,5,125.16,118.90199999999999
14905,2023-04-08,5891,North,Low-Value,Electronics,256.51,3,5,769.53,731.0535
14906,2023-06-02,2142,North,High-Value,Apparel,55.43,1,5,55.43,52.6585
14907,2023-02-07,3310,North,Low-Value,Beauty,28.29,2,10,56.58,50.922
14908,2023-08-09,1991,South,High-Value,Apparel,47.62,5,0,238.1,238.1
14909,2023-09-25,1730,North,Low-Value,Home & Kitchen,81.82,2,5,163.64,155.45799999999997
14910,2023-12-15,5418,South,High-Value,Beauty,34.52,3,15,103.56,88.026
14911,2023-04-14,5144,North,Low-Value,Electronics,225.67,1,10,225.67,203.10299999999998
14912,2023-07-16,4511,North,Low-Value,Apparel,50.91,5,10,254.54999999999998,229.095
14913,2023-07-03,1554,East,Low-Value,Apparel,40.5,3,10,121.5,109.35000000000001
14914,2023-09-24,2915,South,Low-Value,Sports,72.27,5,10,361.34999999999997,325.215
14915,2023-08-17,3081,West,Low-Value,Electronics,130.5,5,0,652.5,652.5
14916,2023-10-22,5702,East,Low-Value,Apparel,40.73,3,10,122.19,109.971
14917,2023-11-07,2330,South,Low-Value,Sports,43.65,5,10,218.25,196.425
14918,2023-02-11,4112,East,High-Value,Beauty,32.64,1,0,32.64,32.64
14919,2023-05-10,1030,West,Mid-Value,Home & Kitchen,60.89,1,5,60.89,57.8455
14920,2023-08-27,1637,North,Low-Value,Home & Kitchen,79.87,1,0,79.87,79.87
14921,2023-07-18,1969,East,Low-Value,Beauty,29.17,2,0,58.34,58.34
14922,2023-06-25,3483,South,High-Value,Sports,59.87,3,5,179.60999999999999,170.62949999999998
14923,2023-03-05,1090,West,Low-Value,Sports,71.48,2,10,142.96,128.66400000000002
14924,2023-07-28,2888,South,Mid-Value,Home & Kitchen,73.9,4,5,295.6,280.82
14925,2023-09-28,1711,North,Mid-Value,Beauty,36.18,3,5,108.53999999999999,103.11299999999999
14926,2023-01-15,5622,West,High-Value,Beauty,27.09,3,0,81.27,81.27
14927,2023-08-04,1672,West,Premium,Beauty,31.93,5,15,159.65,135.70250000000001
14928,2023-11-27,4362,South,Low-Value,Beauty,39.6,1,5,39.6,37.62
14929,2023-07-29,4157,South,Low-Value,Electronics,228.68,2,5,457.36,434.492
14930,2023-12-14,2985,East,Low-Value,Beauty,33.87,5,10,169.35,152.415
14931,2023-05-09,1316,North,High-Value,Apparel,34.68,2,5,69.36,65.892
14932,2023-01-02,4356,West,Mid-Value,Apparel,34.4,4,0,137.6,137.6
14933,2023-09-06,1886,North,High-Value,Electronics,192.88,4,0,771.52,771.52
14934,2023-03-19,4783,North,Low-Value,Apparel,36.23,5,0,181.14999999999998,181.14999999999998
14935,2023-01-04,1413,South,Low-Value,Home & Kitchen,68.45,2,5,136.9,130.055
14936,2023-03-07,2570,East,Mid-Value,Apparel,39.75,2,20,79.5,63.6
14937,2023-12-07,3214,West,Low-Value,Home & Kitchen,73.23,5,10,366.15000000000003,329.535
14938,2023-10-13,1966,North,High-Value,Sports,72.23,1,20,72.23,57.784000000000006
14939,2023-04-11,2027,South,Mid-Value,Electronics,175.79,3,5,527.37,501.00149999999996
14940,2023-08-07,1811,West,Low-Value,Electronics,186.64,5,15,933.1999999999999,793.2199999999999
14941,2023-05-04,4955,South,Low-Value,Apparel,32.86,4,0,131.44,131.44
14942,2023-03-06,1272,South,Low-Value,Beauty,34.9,4,0,139.6,139.6
14943,2023-12-27,3205,South,Mid-Value,Apparel,53.41,1,20,53.41,42.728
14944,2023-10-25,5830,East,Mid-Value,Apparel,47.36,4,10,189.44,170.496
14945,2023-05-13,1489,West,Mid-Value,Electronics,152.99,4,10,611.96,550.764
14946,2023-05-10,5226,West,High-Value,Electronics,135.97,1,0,135.97,135.97
14947,2023-10-25,2858,West,High-Value,Beauty,51.82,5,10,259.1,233.19000000000003
14948,2023-06-18,1933,North,Mid-Value,Beauty,39.91,4,10,159.64,143.676
14949,2023-05-18,3045,South,Low-Value,Apparel,45.34,5,0,226.70000000000002,226.70000000000002
14950,2023-05-22,2985,East,Low-Value,Home & Kitchen,93.69,4,0,374.76,374.76
14951,2023-06-13,2427,South,Low-Value,Home & Kitchen,77.32,3,10,231.95999999999998,208.76399999999998
14952,2023-07-10,3336,East,Low-Value,Sports,69.64,3,5,208.92000000000002,198.47400000000002
14953,2023-01-15,5758,South,Mid-Value,Beauty,29.06,5,5,145.29999999999998,138.03499999999997
14954,2023-06-25,2575,East,Low-Value,Beauty,33.25,5,15,166.25,141.3125
14955,2023-06-10,4187,East,Low-Value,Sports,71.84,5,5,359.20000000000005,341.24
14956,2023-04-11,4320,North,Mid-Value,Apparel,42.77,5,0,213.85000000000002,213.85000000000002
14957,2023-05-10,5646,West,Low-Value,Electronics,211.65,2,15,423.3,359.805
14958,2023-06-04,1662,North,Low-Value,Beauty,23.12,2,5,46.24,43.928
14959,2023-05-14,3256,South,Low-Value,Electronics,258.61,5,5,1293.0500000000002,1228.3975
14960,2023-11-28,2063,West,Mid-Value,Home & Kitchen,88.63,3,0,265.89,265.89
14961,2023-07-12,5531,North,High-Value,Beauty,23.75,4,20,95.0,76.0
14962,2023-07-03,1130,South,High-Value,Home & Kitchen,69.4,3,10,208.20000000000002,187.38000000000002
14963,2023-04-06,3679,East,Low-Value,Apparel,30.75,5,0,153.75,153.75
14964,2023-12-01,2555,East,Low-Value,Home & Kitchen,100.75,1,0,100.75,100.75
14965,2023-01-09,2874,West,Mid-Value,Apparel,57.93,3,5,173.79,165.10049999999998
14966,2023-07-20,4696,East,Mid-Value,Electronics,227.19,5,10,1135.95,1022.355
14967,2023-03-03,3009,East,Premium,Apparel,44.62,1,0,44.62,44.62
14968,2023-10-08,4751,North,Low-Value,Electronics,251.73,2,15,503.46,427.941
14969,2023-05-19,3298,West,Mid-Value,Sports,81.46,4,0,325.84,325.84
14970,2023-04-18,4215,South,Low-Value,Home & Kitchen,104.05,3,10,312.15,280.935
14971,2023-01-22,5844,North,Mid-Value,Sports,87.64,3,10,262.92,236.62800000000001
14972,2023-10-16,4748,North,Low-Value,Sports,77.69,2,10,155.38,139.842
14973,2023-05-25,2706,West,Mid-Value,Home & Kitchen,79.77,3,15,239.31,203.4135
14974,2023-04-07,5784,North,Low-Value,Apparel,40.62,5,5,203.1,192.945
14975,2023-11-05,2161,North,Low-Value,Sports,81.09,4,0,324.36,324.36
14976,2023-01-08,4225,West,Low-Value,Electronics,195.18,5,0,975.9000000000001,975.9000000000001
14977,2023-06-21,2075,East,Mid-Value,Home & Kitchen,83.08,3,15,249.24,211.854
14978,2023-02-28,4907,East,Premium,Apparel,39.25,4,5,157.0,149.15
14979,2023-02-16,1651,North,High-Value,Beauty,24.75,4,0,99.0,99.0
14980,2023-01-08,4179,South,Premium,Beauty,36.78,1,0,36.78,36.78
14981,2023-03-10,4993,West,Low-Value,Home & Kitchen,94.57,3,15,283.71,241.15349999999998
14982,2023-12-12,5106,East,Mid-Value,Apparel,35.95,2,15,71.9,61.115
14983,2023-06-12,3571,North,High-Value,Home & Kitchen,67.73,1,20,67.73,54.184000000000005
14984,2023-12-31,3933,East,Low-Value,Home & Kitchen,86.1,4,0,344.4,344.4
14985,2023-04-08,3389,North,Mid-Value,Home & Kitchen,73.71,4,0,294.84,294.84
14986,2023-10-06,2089,North,Low-Value,Sports,72.48,4,20,289.92,231.93600000000004
14987,2023-02-02,3440,North,High-Value,Apparel,47.71,2,10,95.42,85.878
14988,2023-02-09,4852,South,High-Value,Apparel,59.27,1,0,59.27,59.27
14989,2023-01-06,4336,East,Low-Value,Apparel,55.03,3,0,165.09,165.09
14990,2023-11-25,5326,East,Mid-Value,Home & Kitchen,97.53,1,5,97.53,92.6535
14991,2023-09-03,4412,West,Premium,Sports,84.67,3,0,254.01,254.01
14992,2023-09-29,5177,South,Low-Value,Apparel,48.74,2,5,97.48,92.606
14993,2023-12-05,2874,South,High-Value,Apparel,53.45,2,10,106.9,96.21000000000001
14994,2023-05-02,5993,South,Mid-Value,Sports,82.61,1,10,82.61,74.349
14995,2023-09-21,5998,South,Low-Value,Electronics,133.1,3,15,399.29999999999995,339.405
14996,2023-07-03,4747,South,Low-Value,Sports,76.9,2,0,153.8,153.8
14997,2023-07-18,5698,North,Low-Value,Sports,91.19,2,5,182.38,173.261
14998,2023-08-30,3999,East,Low-Value,Beauty,37.78,3,0,113.34,113.34
14999,2023-06-21,4385,East,Low-Value,Apparel,38.06,4,20,152.24,121.79200000000002
15000,2023-01-09,3571,East,Mid-Value,Home & Kitchen,94.47,3,5,283.40999999999997,269.23949999999996
15001,2023-01-28,2568,North,Mid-Value,Apparel,34.63,3,5,103.89000000000001,98.69550000000001
15002,2023-07-03,1299,East,Mid-Value,Electronics,227.07,5,10,1135.35,1021.8149999999999
15003,2023-07-28,4479,West,Low-Value,Electronics,244.14,4,5,976.56,927.7319999999999
15004,2023-09-25,1164,West,High-Value,Electronics,311.63,5,5,1558.15,1480.2425
15005,2023-07-28,1411,South,Mid-Value,Sports,86.17,4,10,344.68,310.212
15006,2023-03-10,4209,North,Mid-Value,Home & Kitchen,81.34,3,0,244.02,244.02
15007,2023-05-14,4443,West,Mid-Value,Apparel,49.36,2,15,98.72,83.91199999999999
15008,2023-06-11,4726,North,Low-Value,Home & Kitchen,56.59,2,0,113.18,113.18
15009,2023-12-26,4302,South,Low-Value,Home & Kitchen,77.97,5,0,389.85,389.85
15010,2023-07-14,2697,West,Mid-Value,Apparel,34.62,2,5,69.24,65.77799999999999
15011,2023-08-20,3488,East,Low-Value,Apparel,64.9,2,10,129.8,116.82000000000001
15012,2023-09-26,5992,South,Low-Value,Home & Kitchen,72.1,5,0,360.5,360.5
15013,2023-05-13,5722,West,Low-Value,Beauty,29.22,3,0,87.66,87.66
15014,2023-12-19,5595,North,High-Value,Electronics,211.2,2,0,422.4,422.4
15015,2023-09-04,3540,West,Mid-Value,Sports,85.22,2,0,170.44,170.44
15016,2023-11-06,5763,North,Mid-Value,Home & Kitchen,77.22,1,0,77.22,77.22
15017,2023-10-01,4085,North,High-Value,Home & Kitchen,73.65,3,5,220.95000000000002,209.9025
15018,2023-08-15,3346,South,High-Value,Electronics,218.82,2,10,437.64,393.876
15019,2023-01-12,4056,South,Premium,Home & Kitchen,88.39,1,15,88.39,75.1315
15020,2023-08-02,3386,East,Low-Value,Apparel,35.61,3,10,106.83,96.147
15021,2023-02-17,5182,East,Low-Value,Apparel,52.93,5,10,264.65,238.18499999999997
15022,2023-08-09,1087,South,Premium,Sports,80.55,3,5,241.64999999999998,229.56749999999997
15023,2023-09-14,5268,South,Mid-Value,Home & Kitchen,97.22,4,0,388.88,388.88
15024,2023-07-18,1481,South,High-Value,Electronics,195.5,2,5,391.0,371.45
15025,2023-04-23,4545,West,Mid-Value,Apparel,44.72,4,0,178.88,178.88
15026,2023-01-22,4228,West,Mid-Value,Apparel,52.19,1,10,52.19,46.971
15027,2023-09-02,1456,East,Mid-Value,Sports,88.08,5,5,440.4,418.37999999999994
15028,2023-09-12,4273,South,High-Value,Apparel,58.43,3,5,175.29,166.5255
15029,2023-06-24,1380,East,Low-Value,Home & Kitchen,69.08,5,5,345.4,328.12999999999994
15030,2023-09-19,4332,South,Low-Value,Beauty,34.82,4,0,139.28,139.28
15031,2023-10-12,1014,North,High-Value,Electronics,209.11,5,10,1045.5500000000002,940.9950000000002
15032,2023-07-07,4021,South,Low-Value,Home & Kitchen,98.0,3,10,294.0,264.6
15033,2023-01-18,1950,South,High-Value,Home & Kitchen,78.29,5,10,391.45000000000005,352.30500000000006
15034,2023-11-14,1546,East,Low-Value,Sports,82.01,3,10,246.03000000000003,221.42700000000002
15035,2023-06-20,2459,West,Premium,Home & Kitchen,71.25,5,0,356.25,356.25
15036,2023-09-03,2951,West,Low-Value,Electronics,149.76,3,0,449.28,449.28
15037,2023-11-29,5154,West,Low-Value,Apparel,42.61,3,10,127.83,115.047
15038,2023-05-13,2146,West,Low-Value,Apparel,40.82,5,0,204.1,204.1
15039,2023-08-16,1361,North,High-Value,Apparel,37.97,4,0,151.88,151.88
15040,2023-01-08,4437,South,Low-Value,Sports,58.7,1,20,58.7,46.96000000000001
15041,2023-11-20,3021,North,Low-Value,Electronics,157.18,1,20,157.18,125.74400000000001
15042,2023-01-22,2010,South,Low-Value,Apparel,39.3,2,15,78.6,66.80999999999999
15043,2023-07-17,1040,West,Low-Value,Home & Kitchen,67.36,1,5,67.36,63.992
15044,2023-05-09,1388,East,Low-Value,Electronics,260.8,5,0,1304.0,1304.0
15045,2023-01-14,3512,East,High-Value,Home & Kitchen,70.28,1,5,70.28,66.76599999999999
15046,2023-06-18,2950,West,Mid-Value,Electronics,227.33,4,15,909.32,772.922
15047,2023-12-08,1647,West,High-Value,Beauty,36.88,5,5,184.4,175.18
15048,2023-03-02,1029,North,Mid-Value,Apparel,38.64,3,0,115.92,115.92
15049,2023-04-17,1230,South,Low-Value,Home & Kitchen,116.18,3,10,348.54,313.68600000000004
15050,2023-03-11,2155,West,High-Value,Home & Kitchen,89.46,4,15,357.84,304.164
15051,2023-02-15,2018,South,Low-Value,Apparel,47.46,1,10,47.46,42.714
15052,2023-03-26,5832,West,Low-Value,Apparel,48.16,3,0,144.48,144.48
15053,2023-07-28,3194,South,Low-Value,Home & Kitchen,77.82,2,0,155.64,155.64
15054,2023-10-12,2800,South,High-Value,Beauty,30.04,4,5,120.16,114.15199999999999
15055,2023-09-09,2519,South,Low-Value,Home & Kitchen,72.99,2,20,145.98,116.78399999999999
15056,2023-10-09,1087,East,Low-Value,Home & Kitchen,70.09,3,5,210.27,199.7565
15057,2023-09-19,2118,North,High-Value,Home & Kitchen,70.83,4,0,283.32,283.32
15058,2023-05-20,4585,West,Mid-Value,Apparel,46.59,5,0,232.95000000000002,232.95000000000002
15059,2023-11-25,4880,West,Low-Value,Beauty,21.53,3,5,64.59,61.3605
15060,2023-03-04,2840,North,High-Value,Electronics,222.86,1,0,222.86,222.86
15061,2023-09-13,2841,East,High-Value,Home & Kitchen,75.92,4,0,303.68,303.68
15062,2023-02-10,1139,West,Mid-Value,Sports,74.11,5,10,370.55,333.495
15063,2023-10-07,5372,North,High-Value,Home & Kitchen,116.08,3,10,348.24,313.416
15064,2023-02-01,5889,North,Low-Value,Home & Kitchen,58.02,1,5,58.02,55.119
15065,2023-03-20,3265,East,High-Value,Beauty,26.35,4,5,105.4,100.13
15066,2023-05-23,4895,West,Low-Value,Apparel,43.98,4,10,175.92,158.328
15067,2023-09-11,4903,North,Premium,Home & Kitchen,111.66,2,0,223.32,223.32
15068,2023-01-17,2494,North,Mid-Value,Apparel,30.34,3,0,91.02,91.02
15069,2023-04-04,1170,South,High-Value,Electronics,215.68,3,10,647.04,582.336
15070,2023-05-02,5470,East,Premium,Electronics,189.61,1,5,189.61,180.1295
15071,2023-09-24,4618,East,Mid-Value,Beauty,34.38,2,10,68.76,61.88400000000001
15072,2023-12-17,3673,North,Low-Value,Home & Kitchen,59.78,2,10,119.56,107.604
15073,2023-08-13,3586,South,High-Value,Sports,65.45,2,5,130.9,124.355
15074,2023-07-05,3350,South,Mid-Value,Electronics,240.49,5,5,1202.45,1142.3275
15075,2023-05-03,5883,South,High-Value,Apparel,39.82,5,0,199.1,199.1
15076,2023-10-28,5082,North,Low-Value,Home & Kitchen,91.32,1,0,91.32,91.32
15077,2023-02-09,3427,South,Low-Value,Electronics,302.97,5,0,1514.8500000000001,1514.8500000000001
15078,2023-02-17,4892,North,Low-Value,Home & Kitchen,91.15,4,15,364.6,309.91
15079,2023-03-15,3621,South,Mid-Value,Electronics,269.59,5,0,1347.9499999999998,1347.9499999999998
15080,2023-04-08,3982,West,Low-Value,Electronics,254.35,4,5,1017.4,966.53
15081,2023-06-18,1519,North,Mid-Value,Home & Kitchen,74.45,5,0,372.25,372.25
15082,2023-12-12,4066,West,Low-Value,Home & Kitchen,48.08,2,20,96.16,76.928
15083,2023-08-26,5488,East,Premium,Apparel,37.13,3,20,111.39000000000001,89.11200000000002
15084,2023-05-20,3577,East,Low-Value,Apparel,53.92,4,0,215.68,215.68
15085,2023-03-19,2889,South,Low-Value,Apparel,34.26,2,10,68.52,61.668
15086,2023-08-25,4502,West,Premium,Electronics,214.42,1,10,214.42,192.97799999999998
15087,2023-04-03,5645,South,High-Value,Sports,70.41,4,15,281.64,239.39399999999998
15088,2023-12-23,2773,North,Low-Value,Home & Kitchen,63.28,5,5,316.4,300.58
15089,2023-06-24,4605,South,High-Value,Electronics,289.11,5,0,1445.5500000000002,1445.5500000000002
15090,2023-07-21,3574,East,High-Value,Apparel,49.73,1,5,49.73,47.2435
15091,2023-11-26,2807,West,Low-Value,Electronics,287.74,5,0,1438.7,1438.7
15092,2023-04-22,4887,South,Low-Value,Apparel,56.15,4,5,224.6,213.36999999999998
15093,2023-06-22,5023,North,High-Value,Sports,81.96,1,10,81.96,73.764
15094,2023-07-14,4151,West,High-Value,Electronics,140.72,5,15,703.6,598.0600000000001
15095,2023-04-09,2837,West,High-Value,Sports,54.89,5,10,274.45,247.005
15096,2023-01-20,5015,East,Mid-Value,Beauty,35.17,2,0,70.34,70.34
15097,2023-04-14,1116,North,Mid-Value,Beauty,33.71,4,10,134.84,121.35600000000001
15098,2023-02-11,4785,West,Mid-Value,Home & Kitchen,72.12,4,5,288.48,274.056
15099,2023-09-04,1153,East,Low-Value,Apparel,44.48,5,0,222.39999999999998,222.39999999999998
15100,2023-01-03,4400,West,Premium,Beauty,53.72,1,5,53.72,51.034
15101,2023-04-26,1377,North,Mid-Value,Beauty,34.51,3,5,103.53,98.3535
15102,2023-11-19,1345,South,Low-Value,Home & Kitchen,76.03,2,0,152.06,152.06
15103,2023-07-27,4106,North,High-Value,Electronics,220.15,1,10,220.15,198.13500000000002
15104,2023-09-03,5375,East,Low-Value,Apparel,49.34,5,0,246.70000000000002,246.70000000000002
15105,2023-09-02,4976,South,High-Value,Electronics,240.88,1,0,240.88,240.88
15106,2023-04-19,5382,West,Mid-Value,Electronics,225.19,4,10,900.76,810.684
15107,2023-08-19,2951,South,Low-Value,Home & Kitchen,69.53,4,5,278.12,264.214
15108,2023-03-22,5237,South,Mid-Value,Sports,59.72,4,0,238.88,238.88
15109,2023-08-20,2362,East,Low-Value,Home & Kitchen,78.18,1,0,78.18,78.18
15110,2023-09-07,2014,West,High-Value,Home & Kitchen,72.67,1,20,72.67,58.136
15111,2023-11-16,2369,South,Low-Value,Beauty,27.48,5,0,137.4,137.4
15112,2023-12-02,1819,North,High-Value,Home & Kitchen,58.83,2,5,117.66,111.77699999999999
15113,2023-01-09,5164,West,Mid-Value,Home & Kitchen,90.51,5,0,452.55,452.55
15114,2023-04-20,5857,South,High-Value,Beauty,26.32,1,0,26.32,26.32
15115,2023-07-19,1512,North,Mid-Value,Apparel,47.37,4,0,189.48,189.48
15116,2023-04-28,1530,East,Low-Value,Sports,95.52,4,0,382.08,382.08
15117,2023-08-14,5055,East,Mid-Value,Electronics,137.41,4,0,549.64,549.64
15118,2023-11-08,4929,South,Mid-Value,Home & Kitchen,78.97,2,10,157.94,142.14600000000002
15119,2023-04-05,1147,North,High-Value,Home & Kitchen,69.31,2,5,138.62,131.689
15120,2023-11-23,5034,West,Low-Value,Apparel,43.12,5,0,215.6,215.6
15121,2023-11-18,5823,West,Low-Value,Apparel,33.75,2,10,67.5,60.75
15122,2023-11-30,5655,East,Low-Value,Electronics,184.89,4,0,739.56,739.56
15123,2023-01-27,1381,South,Low-Value,Beauty,41.84,3,10,125.52000000000001,112.96800000000002
15124,2023-04-18,5228,East,Low-Value,Apparel,54.37,4,0,217.48,217.48
15125,2023-02-15,5696,East,Premium,Home & Kitchen,81.9,4,10,327.6,294.84000000000003
15126,2023-02-13,4359,West,Low-Value,Beauty,27.28,2,0,54.56,54.56
15127,2023-01-20,5246,West,Premium,Home & Kitchen,75.76,2,0,151.52,151.52
15128,2023-06-10,2932,East,High-Value,Sports,96.14,3,10,288.42,259.57800000000003
15129,2023-02-01,4823,East,Low-Value,Electronics,198.31,1,15,198.31,168.5635
15130,2023-04-18,2276,North,Low-Value,Apparel,68.06,5,0,340.3,340.3
15131,2023-12-25,4695,North,Mid-Value,Apparel,47.8,3,0,143.39999999999998,143.39999999999998
15132,2023-11-19,5769,West,Mid-Value,Sports,68.73,4,20,274.92,219.93600000000004
15133,2023-12-09,3363,North,Mid-Value,Beauty,34.39,3,0,103.17,103.17
15134,2023-01-14,2171,East,Mid-Value,Beauty,31.57,1,5,31.57,29.9915
15135,2023-08-30,3011,East,Mid-Value,Home & Kitchen,74.6,2,15,149.2,126.82
15136,2023-08-20,3738,North,Low-Value,Apparel,54.13,1,0,54.13,54.13
15137,2023-02-18,2875,South,Mid-Value,Apparel,59.29,4,20,237.16,189.728
15138,2023-11-27,1261,West,High-Value,Home & Kitchen,64.65,3,0,193.95000000000002,193.95000000000002
15139,2023-05-28,2635,East,Low-Value,Electronics,229.54,2,0,459.08,459.08
15140,2023-12-23,5686,South,Mid-Value,Home & Kitchen,47.99,1,5,47.99,45.5905
15141,2023-02-11,3235,East,Low-Value,Sports,55.46,5,5,277.3,263.435
15142,2023-08-26,1960,North,High-Value,Apparel,48.08,1,10,48.08,43.272
15143,2023-02-17,5084,North,High-Value,Home & Kitchen,82.42,3,10,247.26,222.534
15144,2023-12-13,2114,West,Low-Value,Home & Kitchen,93.14,5,0,465.7,465.7
15145,2023-08-10,1509,West,Premium,Electronics,224.72,3,0,674.16,674.16
15146,2023-01-28,5772,North,Low-Value,Apparel,43.8,1,15,43.8,37.23
15147,2023-03-20,4230,North,Mid-Value,Home & Kitchen,47.48,4,15,189.92,161.432
15148,2023-05-12,2990,South,Low-Value,Beauty,35.54,1,0,35.54,35.54
15149,2023-01-05,5034,South,Mid-Value,Apparel,45.26,5,5,226.29999999999998,214.98499999999999
15150,2023-01-04,3826,East,Mid-Value,Apparel,32.83,1,20,32.83,26.264
15151,2023-12-04,2081,West,Low-Value,Electronics,213.54,1,5,213.54,202.86299999999997
15152,2023-12-25,3480,West,High-Value,Beauty,36.17,5,20,180.85000000000002,144.68000000000004
15153,2023-07-15,1215,East,Mid-Value,Apparel,53.27,5,5,266.35,253.0325
15154,2023-11-26,3520,North,Low-Value,Home & Kitchen,109.21,1,5,109.21,103.74949999999998
15155,2023-08-28,3841,South,Mid-Value,Apparel,31.64,4,15,126.56,107.576
15156,2023-01-11,4200,East,Mid-Value,Beauty,25.09,3,5,75.27,71.50649999999999
15157,2023-09-18,4287,East,Low-Value,Apparel,32.57,2,5,65.14,61.882999999999996
15158,2023-01-07,5795,East,Low-Value,Electronics,232.03,2,0,464.06,464.06
15159,2023-10-26,4965,West,High-Value,Home & Kitchen,59.87,2,0,119.74,119.74
15160,2023-05-14,1138,South,High-Value,Beauty,34.64,1,0,34.64,34.64
15161,2023-02-21,4283,West,Mid-Value,Sports,76.22,4,5,304.88,289.63599999999997
15162,2023-04-05,1225,West,Mid-Value,Sports,50.09,2,0,100.18,100.18
15163,2023-09-07,3588,North,Low-Value,Home & Kitchen,81.64,3,0,244.92000000000002,244.92000000000002
15164,2023-11-06,3349,North,Mid-Value,Home & Kitchen,86.01,1,0,86.01,86.01
15165,2023-07-28,5403,South,Mid-Value,Home & Kitchen,54.34,5,0,271.70000000000005,271.70000000000005
15166,2023-02-28,5023,West,Low-Value,Home & Kitchen,69.26,5,5,346.3,328.985
15167,2023-11-25,5243,East,Low-Value,Electronics,170.38,1,20,170.38,136.304
15168,2023-10-16,3235,West,Mid-Value,Home & Kitchen,78.86,2,5,157.72,149.834
15169,2023-05-30,3317,South,Low-Value,Sports,55.36,2,0,110.72,110.72
15170,2023-07-22,3263,East,Low-Value,Electronics,359.94,2,15,719.88,611.898
15171,2023-12-18,5504,West,Premium,Apparel,49.19,2,0,98.38,98.38
15172,2023-05-18,3176,South,Low-Value,Electronics,207.42,4,0,829.68,829.68
15173,2023-01-10,4936,East,High-Value,Apparel,45.97,2,0,91.94,91.94
15174,2023-02-23,2809,South,High-Value,Home & Kitchen,73.81,3,10,221.43,199.287
15175,2023-08-08,2574,West,Mid-Value,Apparel,41.17,1,10,41.17,37.053000000000004
15176,2023-12-31,1160,West,Low-Value,Home & Kitchen,71.78,4,10,287.12,258.408
15177,2023-09-28,3836,East,Low-Value,Beauty,33.11,4,0,132.44,132.44
15178,2023-08-14,1533,North,Low-Value,Apparel,47.44,1,15,47.44,40.324
15179,2023-04-28,2769,West,Low-Value,Beauty,27.43,3,10,82.28999999999999,74.06099999999999
15180,2023-06-10,5286,South,Low-Value,Beauty,24.82,1,5,24.82,23.579
15181,2023-01-15,1458,South,Low-Value,Home & Kitchen,92.74,4,10,370.96,333.864
15182,2023-05-16,5988,South,Low-Value,Apparel,58.46,1,10,58.46,52.614000000000004
15183,2023-08-16,2818,East,High-Value,Sports,67.3,3,5,201.89999999999998,191.80499999999998
15184,2023-11-27,1406,West,Mid-Value,Apparel,45.35,3,10,136.05,122.44500000000001
15185,2023-12-03,5335,West,Low-Value,Electronics,215.73,5,0,1078.6499999999999,1078.6499999999999
15186,2023-10-27,3759,North,Low-Value,Electronics,212.39,1,5,212.39,201.77049999999997
15187,2023-01-08,5432,West,Premium,Sports,83.76,4,0,335.04,335.04
15188,2023-10-24,5601,North,Mid-Value,Electronics,196.78,2,10,393.56,354.204
15189,2023-03-21,3620,East,Low-Value,Home & Kitchen,93.99,3,0,281.96999999999997,281.96999999999997
15190,2023-08-13,4569,West,Low-Value,Home & Kitchen,71.8,5,10,359.0,323.1
15191,2023-12-12,4245,West,Mid-Value,Home & Kitchen,74.74,4,0,298.96,298.96
15192,2023-11-21,3014,West,High-Value,Home & Kitchen,70.93,3,0,212.79000000000002,212.79000000000002
15193,2023-08-31,3882,North,High-Value,Apparel,32.81,5,10,164.05,147.645
15194,2023-04-20,4452,East,Mid-Value,Home & Kitchen,84.21,3,0,252.63,252.63
15195,2023-07-10,3735,North,Low-Value,Electronics,242.49,4,0,969.96,969.96
15196,2023-09-14,1600,East,Low-Value,Apparel,35.47,3,0,106.41,106.41
15197,2023-07-07,1177,North,Low-Value,Electronics,230.09,3,10,690.27,621.243
15198,2023-05-28,2590,North,Low-Value,Home & Kitchen,74.93,5,0,374.65000000000003,374.65000000000003
15199,2023-05-28,2817,South,High-Value,Electronics,211.05,1,0,211.05,211.05
15200,2023-08-07,3282,West,High-Value,Home & Kitchen,74.1,3,5,222.29999999999998,211.18499999999997
15201,2023-01-14,2398,South,Low-Value,Apparel,46.18,2,5,92.36,87.74199999999999
15202,2023-12-31,1872,West,Low-Value,Apparel,43.96,1,20,43.96,35.168
15203,2023-02-07,1732,East,Mid-Value,Electronics,218.15,5,10,1090.75,981.6750000000001
15204,2023-12-26,3086,North,Low-Value,Home & Kitchen,88.1,1,15,88.1,74.88499999999999
15205,2023-01-13,3063,North,High-Value,Beauty,38.45,3,0,115.35000000000001,115.35000000000001
15206,2023-07-07,5980,East,Low-Value,Apparel,36.15,4,10,144.6,130.14
15207,2023-06-02,5754,West,High-Value,Beauty,41.05,4,5,164.2,155.98999999999998
15208,2023-07-29,2109,North,Low-Value,Apparel,54.18,5,0,270.9,270.9
15209,2023-06-08,5338,South,Low-Value,Apparel,40.08,2,10,80.16,72.144
15210,2023-11-24,1649,South,Mid-Value,Apparel,29.14,1,10,29.14,26.226000000000003
